"cty","Name","Individual_Income_for_Immigrants_rP_gP_pall"
"cty19005","Allamakee County, IA",
"cty31095","Jefferson County, NE",
"cty18031","Decatur County, IN",
"cty72039","Ciales Municipio, PR",
"cty12129","Wakulla County, FL",
"cty02016","Aleutians West Census Area, AK",
"cty08011","Bent County, CO",
"cty39053","Gallia County, OH",
"cty37033","Caswell County, NC",
"cty51137","Orange County, VA",
"cty72065","Hatillo Municipio, PR",
"cty37069","Franklin County, NC",
"cty18153","Sullivan County, IN",
"cty21087","Green County, KY",
"cty47135","Perry County, TN",
"cty51007","Amelia County, VA",
"cty42023","Cameron County, PA",
"cty45053","Jasper County, SC",
"cty05105","Perry County, AR",
"cty51171","Shenandoah County, VA",
"cty54007","Braxton County, WV",
"cty16059","Lemhi County, ID",
"cty26131","Ontonagon County, MI",
"cty72037","Ceiba Municipio, PR",
"cty54009","Brooke County, WV",
"cty54103","Wetzel County, WV",
"cty13307","Webster County, GA",
"cty18015","Carroll County, IN",
"cty21237","Wolfe County, KY",
"cty18123","Perry County, IN",
"cty37015","Bertie County, NC",
"cty18001","Adams County, IN",
"cty01041","Crenshaw County, AL",
"cty02195","Petersburg Borough, AK",
"cty56009","Converse County, WY",
"cty12041","Gilchrist County, FL",
"cty31085","Hayes County, NE",
"cty17129","Menard County, IL",
"cty19015","Boone County, IA",
"cty13197","Marion County, GA",
"cty13257","Stephens County, GA",
"cty38089","Stark County, ND",
"cty17085","Jo Daviess County, IL",
"cty54047","McDowell County, WV",
"cty17185","Wabash County, IL",
"cty17109","McDonough County, IL",
"cty46033","Custer County, SD",
"cty02068","Denali Borough, AK",
"cty05021","Clay County, AR",
"cty20201","Washington County, KS",
"cty72017","Barceloneta Municipio, PR",
"cty18029","Dearborn County, IN",
"cty39047","Fayette County, OH",
"cty15005","Kalawao County, HI",
"cty20017","Chase County, KS",
"cty19065","Fayette County, IA",
"cty72127","San Juan Municipio, PR",
"cty41063","Wallowa County, OR",
"cty31059","Fillmore County, NE",
"cty22025","Catahoula Parish, LA",
"cty20003","Anderson County, KS",
"cty46067","Hutchinson County, SD",
"cty29085","Hickory County, MO",
"cty19197","Wright County, IA",
"cty13221","Oglethorpe County, GA",
"cty51091","Highland County, VA",
"cty55099","Price County, WI",
"cty29187","St. Francois County, MO",
"cty30021","Dawson County, MT",
"cty30053","Lincoln County, MT",
"cty31021","Burt County, NE",
"cty48307","McCulloch County, TX",
"cty08047","Gilpin County, CO",
"cty49023","Juab County, UT",
"cty42113","Sullivan County, PA",
"cty27001","Aitkin County, MN",
"cty28139","Tippah County, MS",
"cty21189","Owsley County, KY",
"cty20029","Cloud County, KS",
"cty38057","Mercer County, ND",
"cty22031","De Soto Parish, LA",
"cty30069","Petroleum County, MT",
"cty72091","Manati Municipio, PR",
"cty13309","Wheeler County, GA",
"cty53003","Asotin County, WA",
"cty54025","Greenbrier County, WV",
"cty72021","Bayamon Municipio, PR",
"cty48457","Tyler County, TX",
"cty48173","Glasscock County, TX",
"cty46011","Brookings County, SD",
"cty01111","Randolph County, AL",
"cty17171","Scott County, IL",
"cty29039","Cedar County, MO",
"cty29023","Butler County, MO",
"cty21175","Morgan County, KY",
"cty13315","Wilcox County, GA",
"cty18093","Lawrence County, IN",
"cty20073","Greenwood County, KS",
"cty51043","Clarke County, VA",
"cty20107","Linn County, KS",
"cty48447","Throckmorton County, TX",
"cty19091","Humboldt County, IA",
"cty19067","Floyd County, IA",
"cty21083","Graves County, KY",
"cty22037","East Feliciana Parish, LA",
"cty72129","San Lorenzo Municipio, PR",
"cty17079","Jasper County, IL",
"cty42009","Bedford County, PA",
"cty16063","Lincoln County, ID",
"cty22047","Iberville Parish, LA",
"cty05049","Fulton County, AR",
"cty30007","Broadwater County, MT",
"cty20143","Ottawa County, KS",
"cty16045","Gem County, ID",
"cty17125","Mason County, IL",
"cty22021","Caldwell Parish, LA",
"cty28115","Pontotoc County, MS",
"cty38049","McHenry County, ND",
"cty37095","Hyde County, NC",
"cty13317","Wilkes County, GA",
"cty28021","Claiborne County, MS",
"cty12037","Franklin County, FL",
"cty13105","Elbert County, GA",
"cty31101","Keith County, NE",
"cty05073","Lafayette County, AR",
"cty37117","Martin County, NC",
"cty08103","Rio Blanco County, CO",
"cty29123","Madison County, MO",
"cty20113","McPherson County, KS",
"cty28051","Holmes County, MS",
"cty47107","McMinn County, TN",
"cty17069","Hardin County, IL",
"cty48077","Clay County, TX",
"cty05079","Lincoln County, AR",
"cty05005","Baxter County, AR",
"cty47007","Bledsoe County, TN",
"cty20157","Republic County, KS",
"cty18169","Wabash County, IN",
"cty30097","Sweet Grass County, MT",
"cty72151","Yabucoa Municipio, PR",
"cty27081","Lincoln County, MN",
"cty13261","Sumter County, GA",
"cty30051","Liberty County, MT",
"cty48365","Panola County, TX",
"cty17165","Saline County, IL",
"cty39037","Darke County, OH",
"cty48023","Baylor County, TX",
"cty38001","Adams County, ND",
"cty54105","Wirt County, WV",
"cty19031","Cedar County, IA",
"cty54085","Ritchie County, WV",
"cty27117","Pipestone County, MN",
"cty29117","Livingston County, MO",
"cty17133","Monroe County, IL",
"cty54095","Tyler County, WV",
"cty46135","Yankton County, SD",
"cty48283","La Salle County, TX",
"cty72119","Rio Grande Municipio, PR",
"cty21031","Butler County, KY",
"cty21171","Monroe County, KY",
"cty29045","Clark County, MO",
"cty37091","Hertford County, NC",
"cty51103","Lancaster County, VA",
"cty48297","Live Oak County, TX",
"cty54067","Nicholas County, WV",
"cty48301","Loving County, TX",
"cty30107","Wheatland County, MT",
"cty13189","McDuffie County, GA",
"cty51036","Charles City County, VA",
"cty72009","Aibonito Municipio, PR",
"cty18139","Rush County, IN",
"cty12013","Calhoun County, FL",
"cty56035","Sublette County, WY",
"cty19117","Lucas County, IA",
"cty31115","Loup County, NE",
"cty31183","Wheeler County, NE",
"cty05053","Grant County, AR",
"cty46111","Sanborn County, SD",
"cty21187","Owen County, KY",
"cty31003","Antelope County, NE",
"cty47099","Lawrence County, TN",
"cty22083","Richland Parish, LA",
"cty51009","Amherst County, VA",
"cty08079","Mineral County, CO",
"cty13267","Tattnall County, GA",
"cty13111","Fannin County, GA",
"cty48185","Grimes County, TX",
"cty21229","Washington County, KY",
"cty28019","Choctaw County, MS",
"cty21095","Harlan County, KY",
"cty05037","Cross County, AR",
"cty29055","Crawford County, MO",
"cty21051","Clay County, KY",
"cty13061","Clay County, GA",
"cty47057","Grainger County, TN",
"cty46061","Hanson County, SD",
"cty22127","Winn Parish, LA",
"cty20197","Wabaunsee County, KS",
"cty54053","Mason County, WV",
"cty06043","Mariposa County, CA",
"cty51045","Craig County, VA",
"cty28127","Simpson County, MS",
"cty31057","Dundy County, NE",
"cty72023","Cabo Rojo Municipio, PR",
"cty27075","Lake County, MN",
"cty13269","Taylor County, GA",
"cty51097","King and Queen County, VA",
"cty55037","Florence County, WI",
"cty40149","Washita County, OK",
"cty45011","Barnwell County, SC",
"cty01133","Winston County, AL",
"cty54063","Monroe County, WV",
"cty48393","Roberts County, TX",
"cty45001","Abbeville County, SC",
"cty27069","Kittson County, MN",
"cty40085","Love County, OK",
"cty29167","Polk County, MO",
"cty08027","Custer County, CO",
"cty47161","Stewart County, TN",
"cty53069","Wahkiakum County, WA",
"cty20019","Chautauqua County, KS",
"cty48317","Martin County, TX",
"cty18137","Ripley County, IN",
"cty13131","Grady County, GA",
"cty72013","Arecibo Municipio, PR",
"cty37145","Person County, NC",
"cty31071","Garfield County, NE",
"cty01123","Tallapoosa County, AL",
"cty01033","Colbert County, AL",
"cty72105","Naranjito Municipio, PR",
"cty04011","Greenlee County, AZ",
"cty30055","McCone County, MT",
"cty30065","Musselshell County, MT",
"cty72057","Guayama Municipio, PR",
"cty13193","Macon County, GA",
"cty40003","Alfalfa County, OK",
"cty20135","Ness County, KS",
"cty01025","Clarke County, AL",
"cty28145","Union County, MS",
"cty13253","Seminole County, GA",
"cty47105","Loudon County, TN",
"cty48011","Armstrong County, TX",
"cty01019","Cherokee County, AL",
"cty51520","Bristol city, VA",
"cty29005","Atchison County, MO",
"cty46055","Haakon County, SD",
"cty05065","Izard County, AR",
"cty37005","Alleghany County, NC",
"cty47095","Lake County, TN",
"cty31031","Cherry County, NE",
"cty31149","Rock County, NE",
"cty37055","Dare County, NC",
"cty28125","Sharkey County, MS",
"cty20077","Harper County, KS",
"cty19077","Guthrie County, IA",
"cty29001","Adair County, MO",
"cty29003","Andrew County, MO",
"cty17051","Fayette County, IL",
"cty39107","Mercer County, OH",
"cty19135","Monroe County, IA",
"cty21071","Floyd County, KY",
"cty17039","De Witt County, IL",
"cty17175","Stark County, IL",
"cty13155","Irwin County, GA",
"cty01011","Bullock County, AL",
"cty20153","Rawlins County, KS",
"cty13237","Putnam County, GA",
"cty30083","Richland County, MT",
"cty38091","Steele County, ND",
"cty18047","Franklin County, IN",
"cty46053","Gregory County, SD",
"cty20117","Marshall County, KS",
"cty29065","Dent County, MO",
"cty27121","Pope County, MN",
"cty40129","Roger Mills County, OK",
"cty54051","Marshall County, WV",
"cty27151","Swift County, MN",
"cty13301","Warren County, GA",
"cty13019","Berrien County, GA",
"cty37115","Madison County, NC",
"cty29103","Knox County, MO",
"cty28113","Pike County, MS",
"cty47121","Meigs County, TN",
"cty05001","Arkansas County, AR",
"cty51163","Rockbridge County, VA",
"cty31007","Banner County, NE",
"cty17009","Brown County, IL",
"cty19195","Worth County, IA",
"cty31139","Pierce County, NE",
"cty26001","Alcona County, MI",
"cty72153","Yauco Municipio, PR",
"cty29217","Vernon County, MO",
"cty55065","Lafayette County, WI",
"cty35007","Colfax County, NM",
"cty38037","Grant County, ND",
"cty01061","Geneva County, AL",
"cty29225","Webster County, MO",
"cty28007","Attala County, MS",
"cty48205","Hartley County, TX",
"cty32021","Mineral County, NV",
"cty19007","Appanoose County, IA",
"cty54015","Clay County, WV",
"cty18013","Brown County, IN",
"cty56007","Carbon County, WY",
"cty20093","Kearny County, KS",
"cty13101","Echols County, GA",
"cty46091","Marshall County, SD",
"cty01099","Monroe County, AL",
"cty45009","Bamberg County, SC",
"cty19023","Butler County, IA",
"cty29131","Miller County, MO",
"cty45039","Fairfield County, SC",
"cty47183","Weakley County, TN",
"cty19185","Wayne County, IA",
"cty38043","Kidder County, ND",
"cty20133","Neosho County, KS",
"cty35011","De Baca County, NM",
"cty51173","Smyth County, VA",
"cty37039","Cherokee County, NC",
"cty31181","Webster County, NE",
"cty47173","Union County, TN",
"cty19133","Monona County, IA",
"cty19043","Clayton County, IA",
"cty28141","Tishomingo County, MS",
"cty72061","Guaynabo Municipio, PR",
"cty21065","Estill County, KY",
"cty46009","Bon Homme County, SD",
"cty47059","Greene County, TN",
"cty01057","Fayette County, AL",
"cty51117","Mecklenburg County, VA",
"cty46021","Campbell County, SD",
"cty17047","Edwards County, IL",
"cty29199","Scotland County, MO",
"cty20065","Graham County, KS",
"cty27113","Pennington County, MN",
"cty13199","Meriwether County, GA",
"cty08073","Lincoln County, CO",
"cty19041","Clay County, IA",
"cty46119","Sully County, SD",
"cty41055","Sherman County, OR",
"cty06051","Mono County, CA",
"cty08109","Saguache County, CO",
"cty51133","Northumberland County, VA",
"cty01023","Choctaw County, AL",
"cty31171","Thomas County, NE",
"cty51001","Accomack County, VA",
"cty51067","Franklin County, VA",
"cty17053","Ford County, IL",
"cty47049","Fentress County, TN",
"cty56023","Lincoln County, WY",
"cty37193","Wilkes County, NC",
"cty21061","Edmonson County, KY",
"cty30037","Golden Valley County, MT",
"cty22093","St. James Parish, LA",
"cty20025","Clark County, KS",
"cty54031","Hardy County, WV",
"cty21141","Logan County, KY",
"cty20095","Kingman County, KS",
"cty29227","Worth County, MO",
"cty47159","Smith County, TN",
"cty51113","Madison County, VA",
"cty13007","Baker County, GA",
"cty16021","Boundary County, ID",
"cty13181","Lincoln County, GA",
"cty28097","Montgomery County, MS",
"cty17123","Marshall County, IL",
"cty31017","Brown County, NE",
"cty02105","Hoonah-Angoon Census Area, AK",
"cty31083","Harlan County, NE",
"cty51051","Dickenson County, VA",
"cty48235","Irion County, TX",
"cty47181","Wayne County, TN",
"cty48295","Lipscomb County, TX",
"cty18161","Union County, IN",
"cty21199","Pulaski County, KY",
"cty51071","Giles County, VA",
"cty31005","Arthur County, NE",
"cty48413","Schleicher County, TX",
"cty72073","Jayuya Municipio, PR",
"cty47005","Benton County, TN",
"cty49019","Grand County, UT",
"cty28065","Jefferson Davis County, MS",
"cty48119","Delta County, TX",
"cty32009","Esmeralda County, NV",
"cty17061","Greene County, IL",
"cty21127","Lawrence County, KY",
"cty20027","Clay County, KS",
"cty21201","Robertson County, KY",
"cty28129","Smith County, MS",
"cty48243","Jeff Davis County, TX",
"cty38029","Emmons County, ND",
"cty17189","Washington County, IL",
"cty30059","Meagher County, MT",
"cty29011","Barton County, MO",
"cty32011","Eureka County, NV",
"cty22041","Franklin Parish, LA",
"cty05099","Nevada County, AR",
"cty45067","Marion County, SC",
"cty27127","Redwood County, MN",
"cty05061","Howard County, AR",
"cty72145","Vega Baja Municipio, PR",
"cty17157","Randolph County, IL",
"cty72111","Penuelas Municipio, PR",
"cty29075","Gentry County, MO",
"cty55051","Iron County, WI",
"cty31167","Stanton County, NE",
"cty31041","Custer County, NE",
"cty02100","Haines Borough, AK",
"cty27149","Stevens County, MN",
"cty51029","Buckingham County, VA",
"cty20187","Stanton County, KS",
"cty18119","Owen County, IN",
"cty29069","Dunklin County, MO",
"cty46069","Hyde County, SD",
"cty31023","Butler County, NE",
"cty55103","Richland County, WI",
"cty18165","Vermillion County, IN",
"cty53039","Klickitat County, WA",
"cty20083","Hodgeman County, KS",
"cty18175","Washington County, IN",
"cty54057","Mineral County, WV",
"cty47033","Crockett County, TN",
"cty29141","Morgan County, MO",
"cty39065","Hardin County, OH",
"cty72043","Coamo Municipio, PR",
"cty42105","Potter County, PA",
"cty37043","Clay County, NC",
"cty51720","Norton city, VA",
"cty31103","Keya Paha County, NE",
"cty08111","San Juan County, CO",
"cty35033","Mora County, NM",
"cty48407","San Jacinto County, TX",
"cty47039","Decatur County, TN",
"cty54019","Fayette County, WV",
"cty19105","Jones County, IA",
"cty28085","Lincoln County, MS",
"cty56027","Niobrara County, WY",
"cty48159","Franklin County, TX",
"cty47139","Polk County, TN",
"cty29041","Chariton County, MO",
"cty49033","Rich County, UT",
"cty05019","Clark County, AR",
"cty29025","Caldwell County, MO",
"cty17187","Warren County, IL",
"cty56015","Goshen County, WY",
"cty46087","McCook County, SD",
"cty47177","Warren County, TN",
"cty72085","Las Piedras Municipio, PR",
"cty47109","McNairy County, TN",
"cty39079","Jackson County, OH",
"cty41025","Harney County, OR",
"cty22049","Jackson Parish, LA",
"cty39121","Noble County, OH",
"cty31087","Hitchcock County, NE",
"cty27093","Meeker County, MN",
"cty12059","Holmes County, FL",
"cty42067","Juniata County, PA",
"cty38083","Sheridan County, ND",
"cty13143","Haralson County, GA",
"cty39111","Monroe County, OH",
"cty54071","Pendleton County, WV",
"cty31179","Wayne County, NE",
"cty06063","Plumas County, CA",
"cty19019","Buchanan County, IA",
"cty28053","Humphreys County, MS",
"cty13183","Long County, GA",
"cty19119","Lyon County, IA",
"cty20137","Norton County, KS",
"cty31121","Merrick County, NE",
"cty01067","Henry County, AL",
"cty46077","Kingsbury County, SD",
"cty29157","Perry County, MO",
"cty21135","Lewis County, KY",
"cty01035","Conecuh County, AL",
"cty38003","Barnes County, ND",
"cty08115","Sedgwick County, CO",
"cty51131","Northampton County, VA",
"cty29229","Wright County, MO",
"cty29185","St. Clair County, MO",
"cty38025","Dunn County, ND",
"cty19109","Kossuth County, IA",
"cty08017","Cheyenne County, CO",
"cty20075","Hamilton County, KS",
"cty18125","Pike County, IN",
"cty28091","Marion County, MS",
"cty21023","Bracken County, KY",
"cty55119","Taylor County, WI",
"cty27133","Rock County, MN",
"cty38097","Traill County, ND",
"cty08125","Yuma County, CO",
"cty47027","Clay County, TN",
"cty39163","Vinton County, OH",
"cty21063","Elliott County, KY",
"cty13305","Wayne County, GA",
"cty20193","Thomas County, KS",
"cty21121","Knox County, KY",
"cty19079","Hamilton County, IA",
"cty37073","Gates County, NC",
"cty13003","Atkinson County, GA",
"cty37027","Caldwell County, NC",
"cty17181","Union County, IL",
"cty16033","Clark County, ID",
"cty17045","Edgar County, IL",
"cty51005","Alleghany County, VA",
"cty01119","Sumter County, AL",
"cty38047","Logan County, ND",
"cty29209","Stone County, MO",
"cty16007","Bear Lake County, ID",
"cty51063","Floyd County, VA",
"cty30075","Powder River County, MT",
"cty19075","Grundy County, IA",
"cty72097","Mayaguez Municipio, PR",
"cty37141","Pender County, NC",
"cty21179","Nelson County, KY",
"cty54083","Randolph County, WV",
"cty18101","Martin County, IN",
"cty29089","Howard County, MO",
"cty13191","McIntosh County, GA",
"cty30001","Beaverhead County, MT",
"cty21081","Grant County, KY",
"cty47129","Morgan County, TN",
"cty31125","Nance County, NE",
"cty22091","St. Helena Parish, LA",
"cty18115","Ohio County, IN",
"cty19009","Audubon County, IA",
"cty17035","Cumberland County, IL",
"cty21183","Ohio County, KY",
"cty51750","Radford city, VA",
"cty20189","Stevens County, KS",
"cty72123","Salinas Municipio, PR",
"cty29173","Ralls County, MO",
"cty17151","Pope County, IL",
"cty38069","Pierce County, ND",
"cty55121","Trempealeau County, WI",
"cty13291","Union County, GA",
"cty51079","Greene County, VA",
"cty56031","Platte County, WY",
"cty48123","DeWitt County, TX",
"cty28147","Walthall County, MS",
"cty48425","Somervell County, TX",
"cty13109","Evans County, GA",
"cty35003","Catron County, NM",
"cty47077","Henderson County, TN",
"cty18159","Tipton County, IN",
"cty21219","Todd County, KY",
"cty18027","Daviess County, IN",
"cty08081","Moffat County, CO",
"cty72051","Dorado Municipio, PR",
"cty19097","Jackson County, IA",
"cty13055","Chattooga County, GA",
"cty51175","Southampton County, VA",
"cty13017","Ben Hill County, GA",
"cty47091","Johnson County, TN",
"cty25007","Dukes County, MA",
"cty46057","Hamlin County, SD",
"cty48129","Donley County, TX",
"cty39127","Perry County, OH",
"cty47079","Henry County, TN",
"cty19175","Union County, IA",
"cty51820","Waynesboro city, VA",
"cty30057","Madison County, MT",
"cty51580","Covington city, VA",
"cty26119","Montmorency County, MI",
"cty20069","Gray County, KS",
"cty27043","Faribault County, MN",
"cty18155","Switzerland County, IN",
"cty13173","Lanier County, GA",
"cty20131","Nemaha County, KS",
"cty29081","Harrison County, MO",
"cty47045","Dyer County, TN",
"cty55107","Rusk County, WI",
"cty05111","Poinsett County, AR",
"cty72107","Orocovis Municipio, PR",
"cty19149","Plymouth County, IA",
"cty31065","Furnas County, NE",
"cty48009","Archer County, TX",
"cty48443","Terrell County, TX",
"cty20167","Russell County, KS",
"cty01013","Butler County, AL",
"cty45025","Chesterfield County, SC",
"cty31081","Hamilton County, NE",
"cty46097","Miner County, SD",
"cty48437","Swisher County, TX",
"cty19189","Winnebago County, IA",
"cty31015","Boyd County, NE",
"cty72067","Hormigueros Municipio, PR",
"cty54021","Gilmer County, WV",
"cty29177","Ray County, MO",
"cty48391","Refugio County, TX",
"cty49025","Kane County, UT",
"cty21143","Lyon County, KY",
"cty30039","Granite County, MT",
"cty26079","Kalkaska County, MI",
"cty08091","Ouray County, CO",
"cty48065","Carson County, TX",
"cty51139","Page County, VA",
"cty72143","Vega Alta Municipio, PR",
"cty37007","Anson County, NC",
"cty53043","Lincoln County, WA",
"cty28025","Clay County, MS",
"cty54059","Mingo County, WV",
"cty01087","Macon County, AL",
"cty18077","Jefferson County, IN",
"cty06003","Alpine County, CA",
"cty01107","Pickens County, AL",
"cty22125","West Feliciana Parish, LA",
"cty13023","Bleckley County, GA",
"cty55091","Pepin County, WI",
"cty47029","Cocke County, TN",
"cty48067","Cass County, TX",
"cty29127","Marion County, MO",
"cty20059","Franklin County, KS",
"cty21155","Marion County, KY",
"cty16087","Washington County, ID",
"cty19025","Calhoun County, IA",
"cty35019","Guadalupe County, NM",
"cty05077","Lee County, AR",
"cty01131","Wilcox County, AL",
"cty39031","Coshocton County, OH",
"cty19145","Page County, IA",
"cty48137","Edwards County, TX",
"cty17101","Lawrence County, IL",
"cty13283","Treutlen County, GA",
"cty18179","Wells County, IN",
"cty22023","Cameron Parish, LA",
"cty20115","Marion County, KS",
"cty18121","Parke County, IN",
"cty51127","New Kent County, VA",
"cty47055","Giles County, TN",
"cty39001","Adams County, OH",
"cty16085","Valley County, ID",
"cty21195","Pike County, KY",
"cty38013","Burke County, ND",
"cty21007","Ballard County, KY",
"cty22121","West Baton Rouge Parish, LA",
"cty17015","Carroll County, IL",
"cty28163","Yazoo County, MS",
"cty01047","Dallas County, AL",
"cty41037","Lake County, OR",
"cty13123","Gilmer County, GA",
"cty22059","LaSalle Parish, LA",
"cty47151","Scott County, TN",
"cty21099","Hart County, KY",
"cty08025","Crowley County, CO",
"cty72069","Humacao Municipio, PR",
"cty38063","Nelson County, ND",
"cty21233","Webster County, KY",
"cty13187","Lumpkin County, GA",
"cty27073","Lac qui Parle County, MN",
"cty06105","Trinity County, CA",
"cty20043","Doniphan County, KS",
"cty27055","Houston County, MN",
"cty48271","Kinney County, TX",
"cty31099","Kearney County, NE",
"cty13027","Brooks County, GA",
"cty38027","Eddy County, ND",
"cty27107","Norman County, MN",
"cty48263","Kent County, TX",
"cty08015","Chaffee County, CO",
"cty19151","Pocahontas County, IA",
"cty31137","Phelps County, NE",
"cty72027","Camuy Municipio, PR",
"cty29093","Iron County, MO",
"cty41069","Wheeler County, OR",
"cty28133","Sunflower County, MS",
"cty19059","Dickinson County, IA",
"cty48411","San Saba County, TX",
"cty46095","Mellette County, SD",
"cty21089","Greenup County, KY",
"cty21177","Muhlenberg County, KY",
"cty72049","Culebra Municipio, PR",
"cty22039","Evangeline Parish, LA",
"cty20047","Edwards County, KS",
"cty19069","Franklin County, IA",
"cty13005","Bacon County, GA",
"cty37079","Greene County, NC",
"cty51111","Lunenburg County, VA",
"cty51115","Mathews County, VA",
"cty51109","Louisa County, VA",
"cty13141","Hancock County, GA",
"cty72053","Fajardo Municipio, PR",
"cty31175","Valley County, NE",
"cty08053","Hinsdale County, CO",
"cty54077","Preston County, WV",
"cty20101","Lane County, KS",
"cty17191","Wayne County, IL",
"cty31169","Thayer County, NE",
"cty48455","Trinity County, TX",
"cty31163","Sherman County, NE",
"cty05047","Franklin County, AR",
"cty47085","Humphreys County, TN",
"cty21109","Jackson County, KY",
"cty08055","Huerfano County, CO",
"cty28005","Amite County, MS",
"cty51157","Rappahannock County, VA",
"cty72019","Barranquitas Municipio, PR",
"cty56017","Hot Springs County, WY",
"cty51530","Buena Vista city, VA",
"cty16003","Adams County, ID",
"cty18065","Henry County, IN",
"cty51640","Galax city, VA",
"cty72033","Catano Municipio, PR",
"cty47101","Lewis County, TN",
"cty72121","Sabana Grande Municipio, PR",
"cty19137","Montgomery County, IA",
"cty48311","McMullen County, TX",
"cty21011","Bath County, KY",
"cty39005","Ashland County, OH",
"cty28111","Perry County, MS",
"cty13311","White County, GA",
"cty32017","Lincoln County, NV",
"cty28011","Bolivar County, MS",
"cty55067","Langlade County, WI",
"cty51183","Sussex County, VA",
"cty29035","Carter County, MO",
"cty29203","Shannon County, MO",
"cty18049","Fulton County, IN",
"cty20053","Ellsworth County, KS",
"cty21123","Larue County, KY",
"cty01029","Cleburne County, AL",
"cty48315","Marion County, TX",
"cty19039","Clarke County, IA",
"cty13321","Worth County, GA",
"cty31051","Dixon County, NE",
"cty21125","Laurel County, KY",
"cty28039","George County, MS",
"cty48033","Borden County, TX",
"cty19157","Poweshiek County, IA",
"cty13085","Dawson County, GA",
"cty17139","Moultrie County, IL",
"cty48261","Kenedy County, TX",
"cty17057","Fulton County, IL",
"cty20165","Rush County, KS",
"cty72031","Carolina Municipio, PR",
"cty28023","Clarke County, MS",
"cty29211","Sullivan County, MO",
"cty13289","Twiggs County, GA",
"cty17065","Hamilton County, IL",
"cty49001","Beaver County, UT",
"cty31185","York County, NE",
"cty05127","Scott County, AR",
"cty32029","Storey County, NV",
"cty55125","Vilas County, WI",
"cty72093","Maricao Municipio, PR",
"cty40055","Greer County, OK",
"cty51167","Russell County, VA",
"cty51083","Halifax County, VA",
"cty40059","Harper County, OK",
"cty18143","Scott County, IN",
"cty27159","Wadena County, MN",
"cty17021","Christian County, IL",
"cty20127","Morris County, KS",
"cty46015","Brule County, SD",
"cty38075","Renville County, ND",
"cty27051","Grant County, MN",
"cty42053","Forest County, PA",
"cty17135","Montgomery County, IL",
"cty19063","Emmet County, IA",
"cty13319","Wilkinson County, GA",
"cty20129","Morton County, KS",
"cty28055","Issaquena County, MS",
"cty20139","Osage County, KS",
"cty13119","Franklin County, GA",
"cty21077","Gallatin County, KY",
"cty41013","Crook County, OR",
"cty19093","Ida County, IA",
"cty46059","Hand County, SD",
"cty48197","Hardeman County, TX",
"cty54109","Wyoming County, WV",
"cty42057","Fulton County, PA",
"cty51081","Greensville County, VA",
"cty17131","Mercer County, IL",
"cty19141","O'Brien County, IA",
"cty21205","Rowan County, KY",
"cty72045","Comerio Municipio, PR",
"cty21097","Harrison County, KY",
"cty47103","Lincoln County, TN",
"cty37175","Transylvania County, NC",
"cty12079","Madison County, FL",
"cty51135","Nottoway County, VA",
"cty29221","Washington County, MO",
"cty08061","Kiowa County, CO",
"cty48503","Young County, TX",
"cty48345","Motley County, TX",
"cty18147","Spencer County, IN",
"cty29053","Cooper County, MO",
"cty46019","Butte County, SD",
"cty48131","Duval County, TX",
"cty01065","Hale County, AL",
"cty28009","Benton County, MS",
"cty18045","Fountain County, IN",
"cty37075","Graham County, NC",
"cty20071","Greeley County, KS",
"cty21039","Carlisle County, KY",
"cty48169","Garza County, TX",
"cty48305","Lynn County, TX",
"cty30011","Carter County, MT",
"cty48289","Leon County, TX",
"cty41023","Grant County, OR",
"cty72047","Corozal Municipio, PR",
"cty27143","Sibley County, MN",
"cty20039","Decatur County, KS",
"cty48105","Crockett County, TX",
"cty31105","Kimball County, NE",
"cty20205","Wilson County, KS",
"cty08051","Gunnison County, CO",
"cty05025","Cleveland County, AR",
"cty30095","Stillwater County, MT",
"cty31097","Johnson County, NE",
"cty48211","Hemphill County, TX",
"cty31013","Box Butte County, NE",
"cty51049","Cumberland County, VA",
"cty08121","Washington County, CO",
"cty18131","Pulaski County, IN",
"cty48379","Rains County, TX",
"cty12047","Hamilton County, FL",
"cty05081","Little River County, AR",
"cty01027","Clay County, AL",
"cty27167","Wilkin County, MN",
"cty21013","Bell County, KY",
"cty40093","Major County, OK",
"cty47117","Marshall County, TN",
"cty48081","Coke County, TX",
"cty29155","Pemiscot County, MO",
"cty21129","Lee County, KY",
"cty16071","Oneida County, ID",
"cty20207","Woodson County, KS",
"cty47013","Campbell County, TN",
"cty45065","McCormick County, SC",
"cty08049","Grand County, CO",
"cty29029","Camden County, MO",
"cty48101","Cottle County, TX",
"cty29147","Nodaway County, MO",
"cty05103","Ouachita County, AR",
"cty51155","Pulaski County, VA",
"cty21057","Cumberland County, KY",
"cty48351","Newton County, TX",
"cty48419","Shelby County, TX",
"cty31145","Red Willow County, NE",
"cty48107","Crosby County, TX",
"cty36041","Hamilton County, NY",
"cty21085","Grayson County, KY",
"cty72101","Morovis Municipio, PR",
