cty,Name,Individual_Income_for_Immigrants_rP_gP_pall
cty27095,"Mille Lacs County, MN",
cty31111,"Lincoln County, NE",
cty32017,"Lincoln County, NV",
cty46019,"Butte County, SD",
cty55097,"Portage County, WI",
cty55125,"Vilas County, WI",
cty55029,"Door County, WI",
cty17011,"Bureau County, IL",
cty19099,"Jasper County, IA",
cty46039,"Deuel County, SD",
cty51099,"King George County, VA",
cty19013,"Black Hawk County, IA",
cty27017,"Carlton County, MN",
cty46125,"Turner County, SD",
cty36069,"Ontario County, NY",
cty42069,"Lackawanna County, PA",
cty55121,"Trempealeau County, WI",
cty55117,"Sheboygan County, WI",
cty31077,"Greeley County, NE",
cty27135,"Roseau County, MN",
cty55099,"Price County, WI",
cty20161,"Riley County, KS",
cty24029,"Kent County, MD",
cty30093,"Silver Bow County, MT",
cty46057,"Hamlin County, SD",
cty19069,"Franklin County, IA",
cty31115,"Loup County, NE",
cty18063,"Hendricks County, IN",
cty40045,"Ellis County, OK",
cty25025,"Suffolk County, MA",
cty48173,"Glasscock County, TX",
cty31057,"Dundy County, NE",
cty31055,"Douglas County, NE",
cty31107,"Knox County, NE",
cty56023,"Lincoln County, WY",
cty20117,"Marshall County, KS",
cty20113,"McPherson County, KS",
cty17085,"Jo Daviess County, IL",
cty31079,"Hall County, NE",
cty36109,"Tompkins County, NY",
cty42131,"Wyoming County, PA",
cty50027,"Windsor County, VT",
cty42113,"Sullivan County, PA",
cty31109,"Lancaster County, NE",
cty10003,"New Castle County, DE",
cty31089,"Holt County, NE",
cty31051,"Dixon County, NE",
cty42031,"Clarion County, PA",
cty18159,"Tipton County, IN",
cty27153,"Todd County, MN",
cty20163,"Rooks County, KS",
cty39165,"Warren County, OH",
cty48121,"Denton County, TX",
cty46101,"Moody County, SD",
cty02090,"Fairbanks North Star Borough, AK",
cty48397,"Rockwall County, TX",
cty19117,"Lucas County, IA",
cty56001,"Albany County, WY",
cty19157,"Poweshiek County, IA",
cty31021,"Burt County, NE",
cty42019,"Butler County, PA",
cty27115,"Pine County, MN",
cty17103,"Lee County, IL",
cty42079,"Luzerne County, PA",
cty17203,"Woodford County, IL",
cty31131,"Otoe County, NE",
cty55139,"Winnebago County, WI",
cty48339,"Montgomery County, TX",
cty36039,"Greene County, NY",
cty55055,"Jefferson County, WI",
cty32033,"White Pine County, NV",
cty17131,"Mercer County, IL",
cty48317,"Martin County, TX",
cty53037,"Kittitas County, WA",
cty13135,"Gwinnett County, GA",
cty51127,"New Kent County, VA",
cty17067,"Hancock County, IL",
cty48335,"Mitchell County, TX",
cty31043,"Dakota County, NE",
cty17037,"DeKalb County, IL",
cty19029,"Cass County, IA",
cty02020,"Anchorage Municipality, AK",
cty36113,"Warren County, NY",
cty42133,"York County, PA",
cty46033,"Custer County, SD",
cty31097,"Johnson County, NE",
cty48491,"Williamson County, TX",
cty51161,"Roanoke County, VA",
cty48143,"Erath County, TX",
cty17073,"Henry County, IL",
cty36065,"Oneida County, NY",
cty20149,"Pottawatomie County, KS",
cty48065,"Carson County, TX",
cty42107,"Schuylkill County, PA",
cty18007,"Benton County, IN",
cty27059,"Isanti County, MN",
cty22125,"West Feliciana Parish, LA",
cty55019,"Clark County, WI",
cty23005,"Cumberland County, ME",
cty31123,"Morrill County, NE",
cty19195,"Worth County, IA",
cty51149,"Prince George County, VA",
cty42075,"Lebanon County, PA",
cty06087,"Santa Cruz County, CA",
cty42021,"Cambria County, PA",
cty26161,"Washtenaw County, MI",
cty46027,"Clay County, SD",
cty49043,"Summit County, UT",
cty33017,"Strafford County, NH",
cty20089,"Jewell County, KS",
cty06113,"Yolo County, CA",
cty08047,"Gilpin County, CO",
cty29005,"Atchison County, MO",
cty46111,"Sanborn County, SD",
cty53043,"Lincoln County, WA",
cty19105,"Jones County, IA",
cty36021,"Columbia County, NY",
cty17135,"Montgomery County, IL",
cty55101,"Racine County, WI",
cty48493,"Wilson County, TX",
cty08051,"Gunnison County, CO",
cty27061,"Itasca County, MN",
cty30011,"Carter County, MT",
cty02122,"Kenai Peninsula Borough, AK",
cty48101,"Cottle County, TX",
cty20095,"Kingman County, KS",
cty51119,"Middlesex County, VA",
cty06017,"El Dorado County, CA",
cty46005,"Beadle County, SD",
cty49029,"Morgan County, UT",
cty06061,"Placer County, CA",
cty08061,"Kiowa County, CO",
cty48039,"Brazoria County, TX",
cty26139,"Ottawa County, MI",
cty42001,"Adams County, PA",
cty51678,"Lexington city, VA",
cty16007,"Bear Lake County, ID",
cty20141,"Osborne County, KS",
cty53017,"Douglas County, WA",
cty31071,"Garfield County, NE",
cty17107,"Logan County, IL",
cty20183,"Smith County, KS",
cty56033,"Sheridan County, WY",
cty56015,"Goshen County, WY",
cty48205,"Hartley County, TX",
cty22047,"Iberville Parish, LA",
cty27159,"Wadena County, MN",
cty19193,"Woodbury County, IA",
cty20145,"Pawnee County, KS",
cty50021,"Rutland County, VT",
cty06027,"Inyo County, CA",
cty35059,"Union County, NM",
cty42005,"Armstrong County, PA",
cty09015,"Windham County, CT",
cty08069,"Larimer County, CO",
cty55035,"Eau Claire County, WI",
cty17123,"Marshall County, IL",
cty26093,"Livingston County, MI",
cty19175,"Union County, IA",
cty46107,"Potter County, SD",
cty31125,"Nance County, NE",
cty41067,"Washington County, OR",
cty17141,"Ogle County, IL",
cty42063,"Indiana County, PA",
cty36121,"Wyoming County, NY",
cty51003,"Albemarle County, VA",
cty06111,"Ventura County, CA",
cty20075,"Hamilton County, KS",
cty20143,"Ottawa County, KS",
cty06069,"San Benito County, CA",
cty38047,"Logan County, ND",
cty30101,"Toole County, MT",
cty29051,"Cole County, MO",
cty30105,"Valley County, MT",
cty08087,"Morgan County, CO",
cty48477,"Washington County, TX",
cty31067,"Gage County, NE",
cty17031,"Cook County, IL",
cty17155,"Putnam County, IL",
cty55069,"Lincoln County, WI",
cty20079,"Harvey County, KS",
cty53075,"Whitman County, WA",
cty36041,"Hamilton County, NY",
cty24033,"Prince George's County, MD",
cty30017,"Custer County, MT",
cty08017,"Cheyenne County, CO",
cty37183,"Wake County, NC",
cty08075,"Logan County, CO",
cty56029,"Park County, WY",
cty51830,"Williamsburg city, VA",
cty31171,"Thomas County, NE",
cty55127,"Walworth County, WI",
cty17177,"Stephenson County, IL",
cty19051,"Davis County, IA",
cty19187,"Webster County, IA",
cty33013,"Merrimack County, NH",
cty40151,"Woods County, OK",
cty42071,"Lancaster County, PA",
cty27001,"Aitkin County, MN",
cty02261,"Valdez-Cordova Census Area, AK",
cty27005,"Becker County, MN",
cty54073,"Pleasants County, WV",
cty26099,"Macomb County, MI",
cty72127,"San Juan Municipio, PR",
cty50013,"Grand Isle County, VT",
cty48381,"Randall County, TX",
cty08081,"Moffat County, CO",
cty26071,"Iron County, MI",
cty19081,"Hancock County, IA",
cty48091,"Comal County, TX",
cty18157,"Tippecanoe County, IN",
cty21037,"Campbell County, KY",
cty39147,"Seneca County, OH",
cty30015,"Chouteau County, MT",
cty27029,"Clearwater County, MN",
cty19145,"Page County, IA",
cty42097,"Northumberland County, PA",
cty19197,"Wright County, IA",
cty51043,"Clarke County, VA",
cty17157,"Randolph County, IL",
cty48017,"Bailey County, TX",
cty48077,"Clay County, TX",
cty31161,"Sheridan County, NE",
cty56045,"Weston County, WY",
cty25003,"Berkshire County, MA",
cty56041,"Uinta County, WY",
cty55085,"Oneida County, WI",
cty17019,"Champaign County, IL",
cty19057,"Des Moines County, IA",
cty26063,"Huron County, MI",
cty18051,"Gibson County, IN",
cty08095,"Phillips County, CO",
cty30049,"Lewis and Clark County, MT",
cty18137,"Ripley County, IN",
cty31085,"Hayes County, NE",
cty48371,"Pecos County, TX",
cty27065,"Kanabec County, MN",
cty02100,"Haines Borough, AK",
cty17139,"Moultrie County, IL",
cty17099,"LaSalle County, IL",
cty17175,"Stark County, IL",
cty36051,"Livingston County, NY",
cty48287,"Lee County, TX",
cty18029,"Dearborn County, IN",
cty17167,"Sangamon County, IL",
cty48161,"Freestone County, TX",
cty26089,"Leelanau County, MI",
cty42103,"Pike County, PA",
cty29047,"Clay County, MO",
cty50011,"Franklin County, VT",
cty25011,"Franklin County, MA",
cty55005,"Barron County, WI",
cty55031,"Douglas County, WI",
cty42037,"Columbia County, PA",
cty36007,"Broome County, NY",
cty17187,"Warren County, IL",
cty55123,"Vernon County, WI",
cty22059,"LaSalle Parish, LA",
cty18073,"Jasper County, IN",
cty18059,"Hancock County, IN",
cty08063,"Kit Carson County, CO",
cty02240,"Southeast Fairbanks Census Area, AK",
cty51087,"Henrico County, VA",
cty39061,"Hamilton County, OH",
cty50001,"Addison County, VT",
cty36019,"Clinton County, NY",
cty22007,"Assumption Parish, LA",
cty42043,"Dauphin County, PA",
cty21015,"Boone County, KY",
cty26141,"Presque Isle County, MI",
cty42007,"Beaver County, PA",
cty41005,"Clackamas County, OR",
cty27075,"Lake County, MN",
cty20043,"Doniphan County, KS",
cty26109,"Menominee County, MI",
cty48167,"Galveston County, TX",
cty18173,"Warrick County, IN",
cty31047,"Dawson County, NE",
cty31105,"Kimball County, NE",
cty19111,"Lee County, IA",
cty33009,"Grafton County, NH",
cty17195,"Whiteside County, IL",
cty20005,"Atchison County, KS",
cty17105,"Livingston County, IL",
cty48135,"Ector County, TX",
cty42119,"Union County, PA",
cty51061,"Fauquier County, VA",
cty22095,"St. John the Baptist Parish, LA",
cty13117,"Forsyth County, GA",
cty20201,"Washington County, KS",
cty31101,"Keith County, NE",
cty31093,"Howard County, NE",
cty48043,"Brewster County, TX",
cty36063,"Niagara County, NY",
cty19101,"Jefferson County, IA",
cty19039,"Clarke County, IA",
cty39063,"Hancock County, OH",
cty23031,"York County, ME",
cty17113,"McLean County, IL",
cty08123,"Weld County, CO",
cty49017,"Garfield County, UT",
cty55115,"Shawano County, WI",
cty34017,"Hudson County, NJ",
cty51036,"Charles City County, VA",
cty39069,"Henry County, OH",
cty08117,"Summit County, CO",
cty06073,"San Diego County, CA",
cty42025,"Carbon County, PA",
cty33003,"Carroll County, NH",
cty15007,"Kauai County, HI",
cty48377,"Presidio County, TX",
cty39051,"Fulton County, OH",
cty55023,"Crawford County, WI",
cty39111,"Monroe County, OH",
cty20199,"Wallace County, KS",
cty56019,"Johnson County, WY",
cty19155,"Pottawattamie County, IA",
cty31181,"Webster County, NE",
cty48201,"Harris County, TX",
cty26103,"Marquette County, MI",
cty31165,"Sioux County, NE",
cty01117,"Shelby County, AL",
cty20085,"Jackson County, KS",
cty48089,"Colorado County, TX",
cty20157,"Republic County, KS",
cty34001,"Atlantic County, NJ",
cty06035,"Lassen County, CA",
cty08067,"La Plata County, CO",
cty48461,"Upton County, TX",
cty55033,"Dunn County, WI",
cty30111,"Yellowstone County, MT",
cty20169,"Saline County, KS",
cty56043,"Washakie County, WY",
cty53005,"Benton County, WA",
cty36053,"Madison County, NY",
cty55083,"Oconto County, WI",
cty08003,"Alamosa County, CO",
cty37135,"Orange County, NC",
cty33005,"Cheshire County, NH",
cty06095,"Solano County, CA",
cty06079,"San Luis Obispo County, CA",
cty31147,"Richardson County, NE",
cty53023,"Garfield County, WA",
cty48199,"Hardin County, TX",
cty20103,"Leavenworth County, KS",
cty20057,"Ford County, KS",
cty49055,"Wayne County, UT",
cty18127,"Porter County, IN",
cty36037,"Genesee County, NY",
cty19177,"Van Buren County, IA",
cty51660,"Harrisonburg city, VA",
cty36011,"Cayuga County, NY",
cty55135,"Waupaca County, WI",
cty40073,"Kingfisher County, OK",
cty55107,"Rusk County, WI",
cty42073,"Lawrence County, PA",
cty53007,"Chelan County, WA",
cty48211,"Hemphill County, TX",
cty48453,"Travis County, TX",
cty16061,"Lewis County, ID",
cty40043,"Dewey County, OK",
cty17041,"Douglas County, IL",
cty19087,"Henry County, IA",
cty29037,"Cass County, MO",
cty26061,"Houghton County, MI",
cty48229,"Hudspeth County, TX",
cty39035,"Cuyahoga County, OH",
cty20055,"Finney County, KS",
cty12021,"Collier County, FL",
cty36057,"Montgomery County, NY",
cty31145,"Red Willow County, NE",
cty54069,"Ohio County, WV",
cty17147,"Piatt County, IL",
cty55059,"Kenosha County, WI",
cty46109,"Roberts County, SD",
cty17179,"Tazewell County, IL",
cty31133,"Pawnee County, NE",
cty31017,"Brown County, NE",
cty48239,"Jackson County, TX",
cty30023,"Deer Lodge County, MT",
cty39159,"Union County, OH",
cty06053,"Monterey County, CA",
cty06083,"Santa Barbara County, CA",
cty39143,"Sandusky County, OH",
cty17035,"Cumberland County, IL",
cty46103,"Pennington County, SD",
cty16057,"Latah County, ID",
cty12085,"Martin County, FL",
cty55007,"Bayfield County, WI",
cty20203,"Wichita County, KS",
cty30001,"Beaverhead County, MT",
cty39123,"Ottawa County, OH",
cty39045,"Fairfield County, OH",
cty55075,"Marinette County, WI",
cty31061,"Franklin County, NE",
cty51570,"Colonial Heights city, VA",
cty48047,"Brooks County, TX",
cty27035,"Crow Wing County, MN",
cty48165,"Gaines County, TX",
cty20151,"Pratt County, KS",
cty51069,"Frederick County, VA",
cty32005,"Douglas County, NV",
cty40153,"Woodward County, OK",
cty22051,"Jefferson Parish, LA",
cty20121,"Miami County, KS",
cty48473,"Waller County, TX",
cty42015,"Bradford County, PA",
cty51145,"Powhatan County, VA",
cty54013,"Calhoun County, WV",
cty32510,"Carson City, NV",
cty53061,"Snohomish County, WA",
cty02220,"Sitka City and Borough, AK",
cty48341,"Moore County, TX",
cty17161,"Rock Island County, IL",
cty20069,"Gray County, KS",
cty42027,"Centre County, PA",
cty27087,"Mahnomen County, MN",
cty20137,"Norton County, KS",
cty48331,"Milam County, TX",
cty32031,"Washoe County, NV",
cty29129,"Mercer County, MO",
cty42085,"Mercer County, PA",
cty19139,"Muscatine County, IA",
cty29147,"Nodaway County, MO",
cty26115,"Monroe County, MI",
cty02170,"Matanuska-Susitna Borough, AK",
cty26077,"Kalamazoo County, MI",
cty49051,"Wasatch County, UT",
cty48221,"Hood County, TX",
cty40003,"Alfalfa County, OK",
cty39043,"Erie County, OH",
cty20185,"Stafford County, KS",
cty26045,"Eaton County, MI",
cty36025,"Delaware County, NY",
cty12117,"Seminole County, FL",
cty55037,"Florence County, WI",
cty35015,"Eddy County, NM",
cty17015,"Carroll County, IL",
cty50025,"Windham County, VT",
cty22055,"Lafayette Parish, LA",
cty08015,"Chaffee County, CO",
cty42089,"Monroe County, PA",
cty08045,"Garfield County, CO",
cty31157,"Scotts Bluff County, NE",
cty17137,"Morgan County, IL",
cty22075,"Plaquemines Parish, LA",
cty51011,"Appomattox County, VA",
cty40093,"Major County, OK",
cty42127,"Wayne County, PA",
cty36075,"Oswego County, NY",
cty41063,"Wallowa County, OR",
cty20109,"Logan County, KS",
cty17007,"Boone County, IL",
cty36043,"Herkimer County, NY",
cty51019,"Bedford County, VA",
cty37059,"Davie County, NC",
cty41037,"Lake County, OR",
cty36117,"Wayne County, NY",
cty22087,"St. Bernard Parish, LA",
cty56003,"Big Horn County, WY",
cty29033,"Carroll County, MO",
cty26043,"Dickinson County, MI",
cty20059,"Franklin County, KS",
cty20009,"Barton County, KS",
cty49025,"Kane County, UT",
cty48469,"Victoria County, TX",
cty48175,"Goliad County, TX",
cty30031,"Gallatin County, MT",
cty42065,"Jefferson County, PA",
cty42049,"Erie County, PA",
cty39017,"Butler County, OH",
cty17079,"Jasper County, IL",
cty20175,"Seward County, KS",
cty08073,"Lincoln County, CO",
cty48125,"Dickens County, TX",
cty56007,"Carbon County, WY",
cty48227,"Howard County, TX",
cty40129,"Roger Mills County, OK",
cty55105,"Rock County, WI",
cty22109,"Terrebonne Parish, LA",
cty48177,"Gonzales County, TX",
cty49033,"Rich County, UT",
cty15009,"Maui County, HI",
cty18011,"Boone County, IN",
cty22057,"Lafourche Parish, LA",
cty28089,"Madison County, MS",
cty13073,"Columbia County, GA",
cty20115,"Marion County, KS",
cty19179,"Wapello County, IA",
cty17115,"Macon County, IL",
cty08049,"Grand County, CO",
cty17091,"Kankakee County, IL",
cty51121,"Montgomery County, VA",
cty20087,"Jefferson County, KS",
cty24043,"Washington County, MD",
cty53057,"Skagit County, WA",
cty36073,"Orleans County, NY",
cty48185,"Grimes County, TX",
cty51159,"Richmond County, VA",
cty39125,"Paulding County, OH",
cty33007,"Coos County, NH",
cty42055,"Franklin County, PA",
cty18139,"Rush County, IN",
cty48057,"Calhoun County, TX",
cty17117,"Macoupin County, IL",
cty42099,"Perry County, PA",
cty20027,"Clay County, KS",
cty51750,"Radford city, VA",
cty17023,"Clark County, IL",
cty48209,"Hays County, TX",
cty20177,"Shawnee County, KS",
cty40103,"Noble County, OK",
cty20045,"Douglas County, KS",
cty55081,"Monroe County, WI",
cty46007,"Bennett County, SD",
cty55057,"Juneau County, WI",
cty51177,"Spotsylvania County, VA",
cty51840,"Winchester city, VA",
cty41003,"Benton County, OR",
cty39157,"Tuscarawas County, OH",
cty48093,"Comanche County, TX",
cty19183,"Washington County, IA",
cty48179,"Gray County, TX",
cty17149,"Pike County, IL",
cty48365,"Panola County, TX",
cty36077,"Otsego County, NY",
cty48439,"Tarrant County, TX",
cty56021,"Laramie County, WY",
cty18113,"Noble County, IN",
cty18147,"Spencer County, IN",
cty17075,"Iroquois County, IL",
cty18043,"Floyd County, IN",
cty18081,"Johnson County, IN",
cty17109,"McDonough County, IL",
cty26055,"Grand Traverse County, MI",
cty08065,"Lake County, CO",
cty22033,"East Baton Rouge Parish, LA",
cty27007,"Beltrami County, MN",
cty20041,"Dickinson County, KS",
cty48219,"Hockley County, TX",
cty17053,"Ford County, IL",
cty29151,"Osage County, MO",
cty18123,"Perry County, IN",
cty39121,"Noble County, OH",
cty20013,"Brown County, KS",
cty30013,"Cascade County, MT",
cty20165,"Rush County, KS",
cty26065,"Ingham County, MI",
cty06037,"Los Angeles County, CA",
cty46105,"Perkins County, SD",
cty29087,"Holt County, MO",
cty37055,"Dare County, NC",
cty20033,"Comanche County, KS",
cty26053,"Gogebic County, MI",
cty32007,"Elko County, NV",
cty04011,"Greenlee County, AZ",
cty48111,"Dallam County, TX",
cty26081,"Kent County, MI",
cty53001,"Adams County, WA",
cty16035,"Clearwater County, ID",
cty40139,"Texas County, OK",
cty12011,"Broward County, FL",
cty48337,"Montague County, TX",
cty51720,"Norton city, VA",
cty39153,"Summit County, OH",
cty17001,"Adams County, IL",
cty12109,"St. Johns County, FL",
cty08009,"Baca County, CO",
cty39109,"Miami County, OH",
cty20139,"Osage County, KS",
cty55137,"Waushara County, WI",
cty13057,"Cherokee County, GA",
cty53019,"Ferry County, WA",
cty51103,"Lancaster County, VA",
cty18003,"Allen County, IN",
cty31015,"Boyd County, NE",
cty48139,"Ellis County, TX",
cty48191,"Hall County, TX",
cty40067,"Jefferson County, OK",
cty21059,"Daviess County, KY",
cty22103,"St. Tammany Parish, LA",
cty51009,"Amherst County, VA",
cty42059,"Greene County, PA",
cty48415,"Scurry County, TX",
cty48105,"Crockett County, TX",
cty51133,"Northumberland County, VA",
cty27031,"Cook County, MN",
cty48273,"Kleberg County, TX",
cty18141,"St. Joseph County, IN",
cty17173,"Shelby County, IL",
cty41027,"Hood River County, OR",
cty39039,"Defiance County, OH",
cty22077,"Pointe Coupee Parish, LA",
cty17017,"Cass County, IL",
cty24015,"Cecil County, MD",
cty42083,"McKean County, PA",
cty39161,"Van Wert County, OH",
cty42051,"Fayette County, PA",
cty56013,"Fremont County, WY",
cty48465,"Val Verde County, TX",
cty24047,"Worcester County, MD",
cty30009,"Carbon County, MT",
cty29045,"Clark County, MO",
cty31173,"Thurston County, NE",
cty21117,"Kenton County, KY",
cty39175,"Wyandot County, OH",
cty51810,"Virginia Beach city, VA",
cty48481,"Wharton County, TX",
cty55051,"Iron County, WI",
cty16037,"Custer County, ID",
cty39081,"Jefferson County, OH",
cty40017,"Canadian County, OK",
cty48409,"San Patricio County, TX",
cty26073,"Isabella County, MI",
cty36035,"Fulton County, NY",
cty02275,"Wrangell City and Borough, AK",
cty30063,"Missoula County, MT",
cty53053,"Pierce County, WA",
cty36095,"Schoharie County, NY",
cty29031,"Cape Girardeau County, MO",
cty17125,"Mason County, IL",
cty29049,"Clinton County, MO",
cty18001,"Adams County, IN",
cty01091,"Marengo County, AL",
cty48361,"Orange County, TX",
cty39013,"Belmont County, OH",
cty48403,"Sabine County, TX",
cty29113,"Lincoln County, MO",
cty17143,"Peoria County, IL",
cty18083,"Knox County, IN",
cty55067,"Langlade County, WI",
cty27071,"Koochiching County, MN",
cty21111,"Jefferson County, KY",
cty40149,"Washita County, OK",
cty31113,"Logan County, NE",
cty18085,"Kosciusko County, IN",
cty42111,"Somerset County, PA",
cty51053,"Dinwiddie County, VA",
cty36107,"Tioga County, NY",
cty48041,"Brazos County, TX",
cty39171,"Williams County, OH",
cty29107,"Lafayette County, MO",
cty55129,"Washburn County, WI",
cty21091,"Hancock County, KY",
cty19107,"Keokuk County, IA",
cty26155,"Shiawassee County, MI",
cty20111,"Lyon County, KS",
cty48025,"Bee County, TX",
cty48193,"Hamilton County, TX",
cty48107,"Crosby County, TX",
cty42035,"Clinton County, PA",
cty40027,"Cleveland County, OK",
cty36009,"Cattaraugus County, NY",
cty42067,"Juniata County, PA",
cty48013,"Atascosa County, TX",
cty30085,"Roosevelt County, MT",
cty36099,"Seneca County, NY",
cty30065,"Musselshell County, MT",
cty22097,"St. Landry Parish, LA",
cty48243,"Jeff Davis County, TX",
cty06049,"Modoc County, CA",
cty19133,"Monona County, IA",
cty48503,"Young County, TX",
cty17159,"Richland County, IL",
cty49035,"Salt Lake County, UT",
cty33001,"Belknap County, NH",
cty53049,"Pacific County, WA",
cty54061,"Monongalia County, WV",
cty48367,"Parker County, TX",
cty18131,"Pulaski County, IN",
cty13121,"Fulton County, GA",
cty51057,"Essex County, VA",
cty17119,"Madison County, IL",
cty48163,"Frio County, TX",
cty04013,"Maricopa County, AZ",
cty27057,"Hubbard County, MN",
cty12099,"Palm Beach County, FL",
cty42081,"Lycoming County, PA",
cty17163,"St. Clair County, IL",
cty48321,"Matagorda County, TX",
cty19007,"Appanoose County, IA",
cty55079,"Milwaukee County, WI",
cty18145,"Shelby County, IN",
cty18125,"Pike County, IN",
cty18183,"Whitley County, IN",
cty40039,"Custer County, OK",
cty18163,"Vanderburgh County, IN",
cty08121,"Washington County, CO",
cty22039,"Evangeline Parish, LA",
cty29041,"Chariton County, MO",
cty54103,"Wetzel County, WV",
cty51093,"Isle of Wight County, VA",
cty41009,"Columbia County, OR",
cty39067,"Harrison County, OH",
cty08007,"Archuleta County, CO",
cty26003,"Alger County, MI",
cty39099,"Mahoning County, OH",
cty36115,"Washington County, NY",
cty48289,"Leon County, TX",
cty39093,"Lorain County, OH",
cty39057,"Greene County, OH",
cty26111,"Midland County, MI",
cty30073,"Pondera County, MT",
cty20023,"Cheyenne County, KS",
cty42115,"Susquehanna County, PA",
cty48169,"Garza County, TX",
cty36101,"Steuben County, NY",
cty31083,"Harlan County, NE",
cty40047,"Garfield County, OK",
cty17021,"Christian County, IL",
cty53067,"Thurston County, WA",
cty54051,"Marshall County, WV",
cty53021,"Franklin County, WA",
cty30027,"Fergus County, MT",
cty48233,"Hutchinson County, TX",
cty27021,"Cass County, MN",
cty18091,"LaPorte County, IN",
cty20077,"Harper County, KS",
cty51111,"Lunenburg County, VA",
cty41017,"Deschutes County, OR",
cty17047,"Edwards County, IL",
cty48355,"Nueces County, TX",
cty39003,"Allen County, OH",
cty29177,"Ray County, MO",
cty17065,"Hamilton County, IL",
cty18047,"Franklin County, IN",
cty55077,"Marquette County, WI",
cty37119,"Mecklenburg County, NC",
cty18089,"Lake County, IN",
cty39049,"Franklin County, OH",
cty17185,"Wabash County, IL",
cty41049,"Morrow County, OR",
cty21007,"Ballard County, KY",
cty51031,"Campbell County, VA",
cty54021,"Gilmer County, WV",
cty38079,"Rolette County, ND",
cty39095,"Lucas County, OH",
cty54095,"Tyler County, WV",
cty33019,"Sullivan County, NH",
cty29135,"Moniteau County, MO",
cty55053,"Jackson County, WI",
cty39037,"Darke County, OH",
cty06067,"Sacramento County, CA",
cty08001,"Adams County, CO",
cty49011,"Davis County, UT",
cty54029,"Hancock County, WV",
cty39025,"Clermont County, OH",
cty36049,"Lewis County, NY",
cty20155,"Reno County, KS",
cty48151,"Fisher County, TX",
cty17077,"Jackson County, IL",
cty17145,"Perry County, IL",
cty36023,"Cortland County, NY",
cty42105,"Potter County, PA",
cty49001,"Beaver County, UT",
cty51775,"Salem city, VA",
cty48445,"Terry County, TX",
cty20207,"Woodson County, KS",
cty17201,"Winnebago County, IL",
cty20105,"Lincoln County, KS",
cty41047,"Marion County, OR",
cty36031,"Essex County, NY",
cty18039,"Elkhart County, IN",
cty39151,"Stark County, OH",
cty48061,"Cameron County, TX",
cty37179,"Union County, NC",
cty48113,"Dallas County, TX",
cty19159,"Ringgold County, IA",
cty17045,"Edgar County, IL",
cty17101,"Lawrence County, IL",
cty54009,"Brooke County, WV",
cty18099,"Marshall County, IN",
cty36015,"Chemung County, NY",
cty48123,"DeWitt County, TX",
cty41061,"Union County, OR",
cty18179,"Wells County, IN",
cty08033,"Dolores County, CO",
cty53073,"Whatcom County, WA",
cty48215,"Hidalgo County, TX",
cty06109,"Tuolumne County, CA",
cty42033,"Clearfield County, PA",
cty20099,"Labette County, KS",
cty48501,"Yoakum County, TX",
cty48235,"Irion County, TX",
cty19123,"Mahaska County, IA",
cty22045,"Iberia Parish, LA",
cty39169,"Wayne County, OH",
cty48497,"Wise County, TX",
cty42117,"Tioga County, PA",
cty17087,"Johnson County, IL",
cty48389,"Reeves County, TX",
cty39033,"Crawford County, OH",
cty05013,"Calhoun County, AR",
cty32027,"Pershing County, NV",
cty16065,"Madison County, ID",
cty36105,"Sullivan County, NY",
cty22023,"Cameron Parish, LA",
cty29063,"DeKalb County, MO",
cty06005,"Amador County, CA",
cty06077,"San Joaquin County, CA",
cty46093,"Meade County, SD",
cty40051,"Grady County, OK",
cty40083,"Logan County, OK",
cty31049,"Deuel County, NE",
cty26057,"Gratiot County, MI",
cty02150,"Kodiak Island Borough, AK",
cty48479,"Webb County, TX",
cty53059,"Skamania County, WA",
cty53035,"Kitsap County, WA",
cty08027,"Custer County, CO",
cty54093,"Tucker County, WV",
cty55103,"Richland County, WI",
cty12115,"Sarasota County, FL",
cty22063,"Livingston Parish, LA",
cty16013,"Blaine County, ID",
cty20205,"Wilson County, KS",
cty08089,"Otero County, CO",
cty48051,"Burleson County, TX",
cty17059,"Gallatin County, IL",
cty17071,"Henderson County, IL",
cty15001,"Hawaii County, HI",
cty39133,"Portage County, OH",
cty17057,"Fulton County, IL",
cty08119,"Teller County, CO",
cty41023,"Grant County, OR",
cty26151,"Sanilac County, MI",
cty23001,"Androscoggin County, ME",
cty53063,"Spokane County, WA",
cty20015,"Butler County, KS",
cty42109,"Snyder County, PA",
cty02130,"Ketchikan Gateway Borough, AK",
cty55003,"Ashland County, WI",
cty48411,"San Saba County, TX",
cty39065,"Hardin County, OH",
cty18033,"DeKalb County, IN",
cty36013,"Chautauqua County, NY",
cty48401,"Rusk County, TX",
cty24023,"Garrett County, MD",
cty41065,"Wasco County, OR",
cty02105,"Hoonah-Angoon Census Area, AK",
cty17129,"Menard County, IL",
cty29019,"Boone County, MO",
cty08041,"El Paso County, CO",
cty31069,"Garden County, NE",
cty48265,"Kerr County, TX",
cty18181,"White County, IN",
cty16029,"Caribou County, ID",
cty17095,"Knox County, IL",
cty55041,"Forest County, WI",
cty48279,"Lamb County, TX",
cty40071,"Kay County, OK",
cty22019,"Calcasieu Parish, LA",
cty48325,"Medina County, TX",
cty50015,"Lamoille County, VT",
cty48035,"Bosque County, TX",
cty51083,"Halifax County, VA",
cty26091,"Lenawee County, MI",
cty48245,"Jefferson County, TX",
cty08043,"Fremont County, CO",
